date,latitude,longitude,description,type
09 June 2024,33.2092,35.515,"On 9 June 2024, Israeli warplanes carried out an airstrike targeting the Hounine Valley between Markaba and Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.2092,35.515,"On 9 June 2024, Israeli warplanes carried out an airstrike targeting a house in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.3642,35.4322,"On 9 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Jibchit town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.3445,35.4369,"On 9 June 2024, around 6: 25 PM, an Israeli drone fired a guided missile towards Kfar Dajjal town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.1403,35.4029,"On 9 June 2024, Israeli warplanes carried out an airstrike targeting a rocket launcher for Hezbollah in At Tiri town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.2333,35.513,"On 9 June 2024, Israeli warplanes carried out an airstrike in Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.2482,35.5194,"On 9 June 2024, Israeli warplanes carried out an airstrike targeting Hezbollah infrastructure in Rab el Thalathine town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
09 June 2024,33.2733,35.1939,"On 9 June 2024, the Israeli military claimed that they killed a cell of Hezbollah operatives near Tyr city (Tyr, South) in a drone strike. Casualties Unknown. Unknown fatalities coded as 3.",2023_strike
08 June 2024,33.1153,35.4714,"On 8 June 2024, Israeli drones fired several missiles targeting Jabal Al Bat area in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. One Hezbollah member and one civilian were killed in the attack.",2023_strike
08 June 2024,33.2092,35.515,"On 8 June 2024, Israeli warplanes carried out two airstrikes in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired artillery shells towards Wadi Al Dallfah and Al Marj neighborhood and used machine gunfire towards other residential areas in the town. The Israeli military announced that it struck rocket launchers for Hezbollah in the town. There were no casualties.",2023_strike
08 June 2024,33.3278,35.6128,"On 8 June 2024, Israeli warplanes carried out an airstrike in Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. One Hezbollah member was killed in the airstrike.",2023_strike
08 June 2024,33.2333,35.513,"On 8 June 2024, Israeli warplanes carried out an airstrike in Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had targeted a facility for Hezbollah in the town. One individual was killed and two others were injured in the airstrike.",2023_strike
08 June 2024,33.2755,35.5179,"On 8 June 2024, Israeli drones carried out three strikes and the Israeli military fired three artillery shells towards Taybeh town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
08 June 2024,33.1541,35.3302,"On 8 June 2024, an Israeli drone fired several missiles in Yater town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
08 June 2024,33.1265,35.256,"On 8 June 2024, an Israeli drone carried out a strike targeting an area between Majdel Zoun and Chihhine town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck rocket launchers for Hezbollah in the area. There were no casualties.",2023_strike
08 June 2024,33.1235,35.2358,"On 8 June 2024, Israeli warplanes carried out an airstrike targeting an area between Majdel Zoun and Jebbayn town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
08 June 2024,33.1674,35.2586,"On 8 June 2024, an Israeli drone fired several missiles in the vicinity of Zebqine town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced it struck rocket launchers for Hezbollah in the vicinity of the town. There were no casualties.",2023_strike
08 June 2024,33.1085,35.3796,"On 8 June 2024, an Israeli drone carried out a strike in Hanine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck rocket launchers for Hezbollah in the area. There were no casualties.",2023_strike
08 June 2024,33.3475,35.7492,"On 8 June 2024, Hezbollah launched several suicide drones targeting the Sentim area in occupied Chebaa farms (Hasbeiya, Al Nabatieh). The group announced it had achieved direct hits. There were no casualties.",2023_strike
07 June 2024,33.2772,35.5517,"On 7 June 2024, Israeli warplanes carried out an airstrike and the Israeli military used machine gunfire towards Kfar Kila town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
07 June 2024,33.1181,35.1397,"On 7 June 2024, an Israeli drone fired several missiles and the Israeli military fired artillery shells towards Ras al Naqoura town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
07 June 2024,33.4445,35.567,"On 7 June 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles targeting the Kasarat al Arrouch area in Rihan hills (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
07 June 2024,33.1691,35.5234,"On 7 June 2024, Israeli warplanes dropped flares over Mays el Jabal town (Marjayoun, Al Nabatieh). There were no casualties.",2023_strike
06 June 2024,33.2544,35.5424,"On 6 June 2024, Israeli warplanes carried out an airstrike and the Israeli military used machine gunfire towards residential areas in Aadayseh Marjayoun town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military annouced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
06 June 2024,33.3477,35.4183,"On 6 June 2024, Israeli warplanes carried out an airstrike with two air-to-surface missiles targeting a house in the vicinity of Aadchit town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. Three civilians were injured in the airstrike. The Israeli military annouced that it struck military infrastructure for Hezbollah.",2023_strike
06 June 2024,33.1153,35.4714,"On 6 June 2024, Israeli warplanes carried out airstrikes with air-to-surface missiles targeting Kahil mountain and an Israeli drone struck a motorcycle in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. One Hezbollah member was killed and another was injured in the attack. Two civilians were also injured in the airstrikes.",2023_strike
06 June 2024,33.1592,35.4225,"On 6 June 2024, Israeli warplanes carried out mutliple airstrikes in Beit Yahoun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military annouced that it struck military infrastructure for Hezbollah. Seven civilians were injured in the airstrike.",2023_strike
06 June 2024,33.1194,35.4333,"On 6 June 2024, an Israeli drone struck a van along the Aitaroun - Bent Jbeil main road (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. One civilian was injured in the attack.",2023_strike
06 June 2024,33.1487,35.433,"On 6 June 2024, Israeli warplanes carried out an airstrike in Kounine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
06 June 2024,33.4618,35.5744,"On 6 June 2024, Israeli warplanes carried out an airstrike targeting Kasarat al Aroush in Aramta town (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
06 June 2024,33.1906,35.3106,"On 6 June 2024, Israeli warplanes carried out an airstrike targeting a house in the vicinity of Saddiqine town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. A civilian of Syrian nationality was injured by shrapnel.",2023_strike
06 June 2024,33.2436,35.3044,"On 6 June 2024, Israeli warplanes carried out an airstrike targeting a house in Wadi Jilo town (Tyr, South) amid ongoing hostilities with Hezbollah. The airstrike led to severe infrastructural damage in the area, especially in the water and electricity networks. Four people were injured in the airstrike. Two Lebanese Civil Defense rescue workers were injured while trying to extinguish a fire in the area. The Israeli military announced that it struck military infrastructure for Hezbollah.",2023_strike
06 June 2024,33.415,35.3843,"On 6 June 2024, Israeli warplanes dropped thermal balloons over Kaouthariyet el Saiyad (Sayda, South). The balloon led to a fire in the bushes near the town's center. There were no casualties.",2023_strike
05 June 2024,33.0971,35.3367,"On 5 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.0971,35.3367,"On 5 June 2024, Israeli warplanes carried out three airstrikes with two air-to-surface missiles and the Israeli military fired incendiary shells towards Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.14,35.5147,"On 5 June 2024, at around 3:00 AM, Israeli warplanes carried out an airstrike in Blida town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.3278,35.6128,"On 5 June 2024, Israeli warplanes carried out an airstrike with two missiles and the Israeli military fired an artillery shell targeting Wadi Al Assafir neighborhood in Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military fired a white phosphorus shells towards Al Shalihat neighborhood in the town. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",2023_strike
05 June 2024,33.1108,35.3103,"On 5 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Ramieh town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.1053,35.2248,"On 5 June 2024, Israeli warplanes carried out an airstrike and the Israeli military fired artillery shells towards Ed Dhayra town (Tyr, South) amid ongoing hostilities with Hezbollah. A civilian was injured in the strikes.",2023_strike
05 June 2024,33.1235,35.2358,"On 5 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Jebbayn town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.1181,35.1397,"On 5 June 2024, an Israeli drone fired missiles towards multiple targets in Ras al Naqoura town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military also fired incendiary shells targeting the outskirts of the town. An Israeli drone also exploded over the town. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.1674,35.2586,"On 5 June 2024, Israeli warplanes carried out an airstrike targeting the area between Yater and Zebqine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.3541,35.6675,"On 5 June 2024, Israeli warplanes dropped flare bombs over Rachaya al Foukhar town (Hasbeiya, Al Nabatieh). There were no casualties.",2023_strike
05 June 2024,33.2544,35.5424,"On 5 June 2024, Israeli warplanes carried out an airstrike targeting Hezbollah infrastructure in Aadayseh Marjayoun town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
05 June 2024,33.2333,35.513,"On 5 June 2024, Israeli warplanes carried out an airstrike targeting Hezbollah infrastructure in Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
04 June 2024,33.2544,35.5424,"On 4 June 2024, Israeli fighter jets carried out a raid in Aadayseh Marjayoun town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
04 June 2024,33.0971,35.3367,"On 4 June 2024, Israeli fighter jets carried out a raid in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
04 June 2024,33.2092,35.515,"On 4 June 2024, Israeli warplanes carried out an airstrike between Markaba and Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military fired white phosphorus shells towards the area as well. There were no casualties. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",2023_strike
04 June 2024,33.2772,35.5517,"On 4 June 2024, Israeli warplanes carried out multiple airstrikes targeting an area between Aadayseh Marjayoun and Kfar Kila (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
04 June 2024,33.1541,35.3302,"On 4 June 2024, an Israeli drone fired several missiles towards a valley between Zebqine and Yater (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
04 June 2024,33.3114,35.5163,"On 4 June 2024, an Israeli drone struck a car with multiple missiles between Lbaya and Yohmor town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
04 June 2024,33.1181,35.1397,"On 4 June 2024, an Israeli drone fired several missiles targeting a motorcycle in Ras al Naqoura town (Tyr, South) amid ongoing hostilities with Hezbollah. One Hezbollah member was killed and a civilian was injured in the strike.",2023_strike
04 June 2024,33.1194,35.4333,"On 4 June 2024, the Israeli warplanes dropped thermal balloons somewhere in the Bint Jbeil governorate (Bent Jbeil). There were no casualties.",2023_strike
04 June 2024,33.2733,35.1939,"On 4 June 2024, the Israeli warplanes dropped thermal balloons somewhere in Tyr governorate (Tyr). There were no casualties.",2023_strike
03 June 2024,33.0971,35.3367,"On 3 June 2024, an Israeli drone fired several missiles towards Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.1085,35.3796,"On 3 June 2024, Israeli warplanes carried out two airstrikes in Hanine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah in the town. There were no casualties.",2023_strike
03 June 2024,33.4089,35.5567,"On 3 June 2024, Israeli warplanes carried out an airstrike in Aaychiyeh town (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.4618,35.5744,"On 3 June 2024, Israeli warplanes carried out multiple airstrikes in Aramta town (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.4973,35.3401,"On 3 June 2024, an Israeli drone struck a car along the road between Tyre city and Ez Zahrani (Sayda, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.3712,35.3,"On 3 June 2024, an Israeli drone struck a car along the main road to Mazraat Kaoutariyet Er Riz (Sayda, South) amid ongoing hostilities with Hezbollah. A Hezbollah member was killed in the strike",2023_strike
03 June 2024,33.1181,35.1397,"On 3 June 2024, Israeli warplanes carried out an airstrike targeting a motorcycle in Ras al Naqoura town (Tyr, South) amid ongoing hostilities with Hezbollah. Two Hezbollah members were killed in the airstrike. The Israeli military also fired four artillery shells targeting the outskirts of the town.",2023_strike
03 June 2024,33.4445,35.567,"On 3 June 2024, Israeli warplanes carried out six airstrikes in the hills of Rihan town (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.4335,35.5338,"On 3 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Sejoud (Jezzine, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.3789,35.4839,"On 3 June 2024, the Israeli warplanes dropped thermal balloons over Nabatiye city (Al Nabatieh, Al Nabatieh). There were no casualties.",2023_strike
03 June 2024,33.3434,35.2992,"On 3 June 2024, Israeli warplanes dropped thermal balloons over Kharayeb town (Sayda, South). There were no casualties.",2023_strike
03 June 2024,33.3278,35.6128,"On 3 June 2024, at around 3:00 AM, Israeli warplanes carried out an airstrike in Khiyam town (Marjayoun, Al Nabatieh).Israeli warplanes dropped flare bombs over the town which led to a break out of fire. There were no casualties.",2023_strike
03 June 2024,33.4694,35.6408,"On 3 June 2024, Israeli warplanes carried out a multiple of airstrikes in Meidoun town (West Bekaa, Bekaa) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
03 June 2024,33.3331,35.2986,"On 3 June 2024, Israeli warplanes dropped thermal balloons over Arzai town (Sayda, South) and broke the sound barrier causing windows to shatter. There were no casualties.",2023_strike
03 June 2024,33.3438,35.3346,"On 3 June 2024, Israeli warplanes dropped thermal balloons over Zrariyeh town (Sayda, South). There were no casualties.",2023_strike
02 June 2024,33.0971,35.3367,"On 2 June 2024, Israeli warplanes carried out an airstrike with two missiles in Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired artillery and white phosporus shells towards the town. The Israeli military announced that it struck military infrastructure for Hezbollah in the town. There were no casualties. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",2023_strike
02 June 2024,33.1761,35.4433,"On 2 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Baraachit town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
02 June 2024,33.1761,35.4433,"On 2 June 2024, Israeli warplanes carried out an airstrike targeting Hezbollah infrastructure in Baraachit town (Bint Jbeil, Al Nabatieh). There were no casualties.",2023_strike
02 June 2024,33.1194,35.4333,"On 2 June 2024, Israeli warplanes carried out an airstrike targeting the commerical market of Bent Jbeil city (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also announced that it struck military infrastructure for Hezbollah. One civilian was injured in the airstrike.",2023_strike
02 June 2024,33.2092,35.515,"On 2 June 2024, Israeli warplanes carried out an airstrike targeting a house in Al Hamameer neighborhood in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military also fired artillery shells towards the town. Two farmers were killed in the strike.",2023_strike
02 June 2024,33.1691,35.5234,"On 2 June 2024, Israeli warplanes carried out an airstrike in Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
02 June 2024,33.3541,35.6675,"On 2 June 2024, the Israeli military opened gunfire to remove 'threats' in Rachaya al Foukhar town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced it had bombed military infrastructure for Hezbollah in the town. There were no casualties.",2023_strike
02 June 2024,33.1108,35.3103,"On 2 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Ramieh town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
02 June 2024,33.1902,35.2236,"On 2 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Hanniyeh town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
02 June 2024,33.2088,35.2994,"On 2 June 2024, Israeli warplanes carried out an airstrike targeting Hezbollah infrastructure in Qana town (Tyr, South). There were no casualties.",2023_strike
02 June 2024,33.1285,35.2192,"On 2 June 2024, Israeli warplanes carried out an airstrike in Tayr Harfa town (Tyr, South) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah in the town. There were no casualties.",2023_strike
02 June 2024,33.3603,35.5911,"On 2 June 2024, Israeli warplanes dropped thermal bombs over Marjayoun town (Marjayoun, Al Nabatieh). There were no casualties.",2023_strike
01 June 2024,33.2544,35.5424,"On 1 June 2024, Israeli warplanes carried out an airstrike and the Israeli military fired white phosphorus shells and used machine gunfire towards Aadayseh Marjayoun town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The shelling led to a fire in the area. There were no casualties. International organizations have accused Israel of using white phosphorous bombs during the current war between Hezbollah and Israel.",2023_strike
01 June 2024,33.1291,35.3032,"On 1 June 2024, Israeli warplanes carried out an airstrike in As Salihani town (Bint Jbeil, Baalbek-Hermel) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1761,35.4433,"On 1 June 2024, Israeli warplanes carried out an airstrike in Baraachit town (Bint Jbeil, Baalbek-Hermel) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.2723,35.431,"On 1 June 2024, Israeli warplanes carried out an airstrike targeting a truck in El Ghandouriyeh town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.371,35.6679,"On 1 June 2024, an Israeli drone fired several missiles targeting the outskirts of Fradis town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.3747,35.4419,"On 1 June 2024, Israeli warplanes carried out an airstrike with a guided missile targeting a motorcycle along the main highway in Harouf (Al Nabatieh, Al Nabatieh). Four civilians were injured from the strike.",2023_strike
01 June 2024,33.4459,35.4649,"On 1 June 2024, Israeli warplanes carried out an airstrike in Hmaileh town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.4413,35.4977,"On 1 June 2024, Israeli warplanes carried out three airstrikes targeting Ain Dardariya between Ain Qana and Houmine el Faouqa town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.2333,35.513,"On 1 June 2024, an Israeli drone struck an unoccupied vehicle in Jabal Warde area in Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.2716,35.4649,"On 1 June 2024, Israeli warplanes carried out an airstrike targeting a house in Qantara town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Seven civilians were injured in the strike.",2023_strike
01 June 2024,33.3541,35.6675,"On 1 June 2024, an Israeli drone fired several missiles targeting the outskirts of Rachaya al Foukhar town (Hasbeiya, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1108,35.3103,"On 1 June 2024, Israeli warplanes carried out an airstrike in Ramieh town (Bint Jbeil, Baalbek-Hermel) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,34.0058,36.2181,"On 1 June 2024, Israeli warplanes carried out an airstrike targeting Qalad al Sabaa area with two missiles in Baalbek town (Baalbek, Baalbek-Hermel) amid ongoing hostilities with Hezbollah. Two individuals were injured in the strike.",2023_strike
01 June 2024,34.0058,36.2181,"On 1 June 2024, Israeli warplanes carried out an airstrike in the vicinity of Baalbek town (Baalbek, Baalbek-Hermel) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,34.0445,36.0305,"On 1 June 2024, Israeli warplanes carried out an airstrike with two missiles targeting Hezbollah infrastructure in Beit Mchik town (Baalbek, Baalbek-Hermel). There were no casualties.",2023_strike
01 June 2024,33.1265,35.256,"On 1 June 2024, Israeli warplanes carried out an airstrike in Chihhine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1902,35.2236,"On 1 June 2024, Israeli warplanes carried out an airstrike in Hanniyeh town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1235,35.2358,"On 1 June 2024, Israeli warplanes carried out an airstrike in Jebbayn town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1906,35.3106,"On 1 June 2024, Israeli warplanes carried out an airstrike in Saddiqine town (Tyr, South) amid ongoing hostilities with Hezbollah. Sixteen children between the ages of four and 14 were injured in the strike.",2023_strike
01 June 2024,33.1653,35.2348,"On 1 June 2024, Israeli warplanes carried out an airstrike targeting the Twairi area in the vicinity of Srifa town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1285,35.2192,"On 1 June 2024, Israeli warplanes carried out an airstrike in Tayr Harfa town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1064,35.2324,"On 1 June 2024, an Israeli drone fired several missiles near a mosque in Yarine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.1674,35.2586,"On 1 June 2024, an Israeli drone fired several missiles targeting the outskirts of Zebqine town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
01 June 2024,33.2222,35.4647,"On 1 June 2024, an Israeli drone struck a motorcycle along the main highway in Majdel Selm town (Marjayoun, Al Nabatieh). One civilian was killed and one another was injured in the strike.",2023_strike
31 May 2024,33.4719,35.5101,"On 31 May 2024, Israeli warplanes carried out an airstrike targeting Ain Daria town between Houmine and Ain Qana town (Al Nabatieh, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
31 May 2024,33.1153,35.4714,"On 31 May 2024, Israeli warplanes carried out multiple airstrikes in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck two military buildings for Hezbollah. There were no casualties.",2023_strike
31 May 2024,33.3278,35.6128,"On 31 May 2024, Israeli warplanes carried out an airstrike with three missiles targeting multiple shops in Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
31 May 2024,33.2333,35.513,"On 31 May 2024, Israeli warplanes carried out multiple airstrikes in Markaba town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck two military buildings for Hezbollah. There were no casualties.",2023_strike
31 May 2024,33.0803,35.4225,"On 31 May 2024, an Israeli drone struck a motorcycle in the main center area of Yaroun town (Bint Jbeil, Al Nabatieh). One Hezbollah member was killed in the town.",2023_strike
31 May 2024,33.4061,35.2741,"On 31 May 2024, an Israeli drone struck a house in Aadloun town (Sayda, South) amid ongoing hostilities with Hezbollah. The house was completely destroyed and resulted in one civilian death and multiple injuries.",2023_strike
31 May 2024,33.1235,35.2358,"On 31 May 2024, Israeli warplanes carried out an airstrike in Jebbayn town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
31 May 2024,33.1181,35.1397,"On 31 May 2024, an Israeli drone fired several missiles targeting an ambulance for the Islamic Health Society in Ras al Naqoura (Tyr, South). One paramedic was killed and another was injured in the strike. Israeli fighter jets also carried out multiple raids in the town.",2023_strike
31 May 2024,33.1285,35.2192,"On 31 May 2024, Israeli warplanes carried out an airstrike targeting Al Madrassa neighborhood in Tayr Harfa town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
30 May 2024,33.1153,35.4714,"On 30 May 2024, Israeli warplanes carried out an airstrike in Aitaroun town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
30 May 2024,33.1085,35.3796,"On 30 May 2024, Israeli warplanes carried out two airstrikes targeting the outskirts of Hanine town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
30 May 2024,33.2092,35.515,"On 30 May 2024, Israeli warplanes carried out an airstrike targeting a shop in Houla town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. Two Hezbollah members were killed in the strike.",2023_strike
30 May 2024,33.1038,35.4444,"On 30 May 2024, Israeli warplanes carried out an airstrike in Maroun er Ras town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. Two individuals were slightly injured in the town.",2023_strike
30 May 2024,33.1691,35.5234,"On 30 May 2024, Israeli warplanes carried out an airstrike in Mays el Jabal town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. The Israeli military announced that it struck military infrastructure for Hezbollah. There were no casualties.",2023_strike
29 May 2024,33.3278,35.6128,"On 29 May 2024, Israeli warplanes carried out an airstrike targeting a house in the eastern neighborhood of Khiyam town (Marjayoun, Al Nabatieh) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
29 May 2024,33.1053,35.2248,"On 29 May 2024, Israeli warplanes carried out an airstrike in Ed Dhayra town (Tyr, South) amid ongoing hostilities with Hezbollah. There were no casualties.",2023_strike
